Arable land,Paddy yield,Milled production,Rice exports,Fertilizer usage,Rice area,Paddy Production,Rice imports,Total rice consumption,GDP,Population
220,4.1,173.19,6.5,751.45,63.33,259.66,79.11,237.48,6897,4520740
225,4.03,178.6,3.52,545.11,66.42,267.77,66.06,243.56,8264,4577378
232,3.44,186.08,5.61,712.07,81.12,278.98,56.42,244.44,9261,4633086
232,3.79,,4.05,744.48,56.52,214.31,68.56,,10055,4688000
232,3.38,,4.8,699.87,66.4,224.57,84.9,,10633,4742107
,3.95,,,,56.65,223.56,,,10679,4795396
"2,277.00",2.1,235.54,,128.24,168.1,353.13,279.94,522.79,780,8868083
"2,610.00",1.87,212.12,,87.7,170.11,318.02,255.8,474.6,901,9025345
"2,784.00",1.49,223.85,,99.6,225.3,335.61,201.16,430.27,1088,9178804
"2,636.00",2.14,291.23,,114.72,203.64,436.63,276.3,574.75,1224,9320945
"2,870.00",2.51,297.96,,115.3,178.2,446.71,199.8,502.98,1379,9446442
"3,027.00",2.76,300.87,,117.48,163.24,451.08,179.37,484.93,1443,9554188
"3,031.00",3,304,,137.91,151.76,455.77,144.17,451.94,1473,9646142
"3,036.00",3.01,305.12,,148.55,151.73,457.46,170.62,480.21,1835,9724044
"2,979.00",2.88,283.54,,155.89,147.48,425.1,161.01,448.76,2000,9790851
"2,980.00",3.24,318.71,,177.68,147.35,477.83,229.58,554.3,2022,9849459
"3,000.00",3.19,307.41,,202.45,144.4,460.89,199.01,511.62,2036,9898889
"3,050.00",3.45,346.68,,181.7,150.7,519.75,200.95,552.88,2108,9940317
"3,100.00",3.47,345.27,,170.34,149.1,517.64,206.7,557.37,2225,9981304
"3,107.00",3.45,370.02,,189.44,160.6,554.76,184.01,558.85,2396,10031649
"3,168.00",3.29,349.72,,184.75,159.2,524.32,242.36,598.42,2270,10097911
"3,250.00",3.34,380.54,,204,170.6,570.52,188.76,574.23,2379,10183899
"3,330.00",3.04,310.85,,196.43,153.29,466.04,221.01,537.64,2451,10286643
"3,380.00",3.23,326.07,,177.13,151.48,488.86,201.08,532.4,2641,10397511
"3,401.00",3.2,357.77,,194.47,167.42,536.38,242.16,606.26,2573,10503972
"3,391.00",3.06,315.94,,171.04,154.9,473.67,235,557.09,2703,10596987
"3,435.00",2.81,285.22,,106.26,152.15,427.62,274.12,566.52,2278,10673542
"3,575.00",2.19,251.01,,69.79,171.82,376.33,283.82,542.26,2057,10736387
"3,630.00",1.91,123.8,,47.38,97.11,185.6,383.26,517.07,2073,10789306
"3,686.00",2.32,258.53,,33.67,166.73,387.6,313.06,579.78,2625,10838462
"3,684.00",2.56,264.2,,66.23,154.7,396.1,335.94,593.53,2795,10888252
"3,485.00",2.46,382.12,,67.43,233.13,572.9,338.02,641.76,2287,10939293
"3,628.00",2.88,409.67,,65.99,213.4,614.2,290.56,677.05,2308,10989732
"3,574.00",2.28,294.55,,47.37,193.92,441.6,310.06,674.28,2331,11038692
"3,610.00",3.27,372.85,,43.07,171.09,559,462.29,807.75,2559,11084670
"3,504.00",2.76,368.72,,37.21,200.11,552.8,416.68,799.12,2747,11126430
"3,739.00",3.27,400.87,,55.07,183.86,601,451.79,790.17,2838,11164667
"3,798.00",3.5,461.56,,38.1,197.94,692,551.06,950.5,2999,11199651
"3,752.00",3.5,477.44,,16.5,204.6,715.8,419.13,854.48,3197,11229183
"3,706.00",3.1,326.1,,18.53,157.83,488.9,532.84,929.19,3396,11250365
"3,672.00",2.89,245.19,,22.38,127.2,367.6,723.3,985.8,3787,11261582
"3,634.00",3.04,289.61,,32.12,142.83,434.2,586.45,924.06,4684,11261248
"3,573.00",3.23,293.21,,35.7,136.1,439.6,590.04,926.8,5209,11251122
"3,508.60",2.8,290.81,,43.58,155.51,436,633.38,915.19,5411,11236971
"3,446.20",2.61,375.92,,14.99,215.75,563.6,514.14,880.48,5530,11226709
"3,383.70",2.58,303.08,,31,176.43,454.4,425.3,720.77,5730,11225832
"3,321.30",2.72,377.79,,34.76,208.05,566.4,560.54,899.34,6140,11236670
"3,134.90",3.17,,,51.2,202.71,641.6,470.43,,6497,11257101
"3,156.40",3.4,,,49.44,197.82,672.6,459.67,,6838,11282720
,3.36,,,,171.57,576.4,,,7133,11306902
"1,591.00",1.6,56.92,0.07,2.58,53.45,85.34,,57.83,239,4581740
"1,634.00",1.66,56.83,1.77,3.04,51.3,85.2,,54.11,269,4682390
"1,678.00",1.67,51.89,,3.16,46.7,77.8,,58.71,264,4785923
"1,711.00",1.6,56.83,,3.51,53.3,85.2,0.88,57.65,429,4892293
"1,752.00",1.69,84.42,0.1,1.83,74.75,126.56,2.3,71.89,481,5001419
"1,807.00",1.57,75.4,0.53,1.6,71.79,113.04,0.12,70.1,534,5113456
"1,845.00",1.75,80.93,0.55,1.96,69.32,121.34,0.01,70.61,617,5228252
"1,877.00",1.41,59.57,11.41,2.47,63.14,89.32,,67.63,703,5344939
"1,910.00",1.48,50.78,,1.71,51.47,76.12,,60.48,809,5462419
"1,943.00",1.44,63.52,,1.53,66.14,95.22,0,63.52,696,5579935
"1,980.00",1.6,67.52,,3.49,63.36,101.22,0.03,62.64,616,5697096
"2,018.00",1.6,57.8,,1.34,54.3,86.66,2.8,65.48,669,5814345
"2,051.00",1.42,41.17,,4.09,43.57,61.72,35,75.2,620,5932810
"2,093.00",1.44,109.3,,2.46,113.94,163.86,7.84,115.53,631,6054123
"2,050.00",1.54,115.5,,2.83,112.79,173.16,19,112.53,669,6179460
"2,060.00",1.48,91.22,,3.25,92.2,136.76,3.57,112.93,641,6309130
"2,070.00",1.76,109.54,,3.15,93.45,164.23,5.48,113.48,684,6442831
"2,080.00",1.78,114.38,,2.17,96.23,171.48,0.71,114.13,712,6580312
"2,090.00",2.16,151.31,,4.89,105.09,226.85,2.58,152.32,716,6721115
"2,100.00",1.93,140.91,9.21,2.46,109.38,211.26,1.32,132.1,723,6864842
"2,110.00",2.1,160.59,2.13,3.67,114.56,240.77,1.06,149.67,778,7011453
"2,150.00",1.83,152.94,,6.39,125.01,229.29,3.41,151.9,805,7160920
"2,200.00",1.78,148.47,0.06,4.61,125.24,222.59,1.02,148.06,795,7312850
"2,350.00",1.81,164.97,2.17,4.6,136.39,247.33,0.61,167.14,805,7466793
"2,600.00",2.04,176.5,1.62,2.6,129.99,264.61,0.27,175.2,886,7622338
"2,690.00",2.62,229.13,0,3.37,130.97,343.52,0.25,200.72,956,7779267
"2,872.00",2.03,170.48,0.02,4.37,126.18,255.59,0.91,200.52,1006,7937458
"2,974.00",2.09,197.6,1.33,1.7,142.06,296.25,0.27,190.41,1058,8096761
"3,070.00",1.42,171.28,0.01,0.63,181.23,256.79,2.25,183.21,1011,8257066
"3,144.00",1.91,199.49,,2.39,156.31,299.08,9.51,201.46,1005,8418264
"3,150.00",2.28,221.74,0,3.66,146.11,332.44,7.17,216.08,960,8580235
"3,300.00",2,173.05,,4.04,129.88,259.45,7.78,212.65,915,8742814
"3,514.00",3,282.33,,3.68,141.18,423.28,2.32,235.88,918,8905823
"3,579.00",2.18,221,5.07,5.06,152.19,331.34,2.9,258.17,980,9069039
"3,806.00",2.54,319.66,1.06,6.47,188.38,479.25,3.36,293.88,1049,9232306
"3,861.00",2.65,297.79,8.21,4.01,168.4,446.46,1.5,314.74,1241,9395446
"3,931.00",2.07,234.85,5.69,6.25,170,352.1,13.29,261.75,1400,9558439
"4,030.00",2.17,225.31,0.05,4.99,155.4,337.8,43.65,265.05,1749,9721454
"4,122.00",2.2,274.13,,5.57,186.8,410.99,16.11,278.22,1790,9884781
"3,969.00",2.28,294.82,3.29,8.52,194.24,442.02,2.32,295.29,1995,10048590
"4,008.00",2.4,285.48,2.09,8.78,178.27,428.01,5.66,313.43,2395,10212954
"4,353.00",3.01,,5.6,7.85,157.5,474.66,2.64,,2665,10377676
"4,438.00",2.5,,1.88,9.68,146.47,366.2,36.24,,2929,10542376
,2.17,,,,153.82,333.36,,,3104,10706517
"1,730.00",3.49,131.84,,10.64,56.59,197.66,,155.14,441,6247418
"1,735.00",2.09,127.68,,24.43,91.39,191.42,,159.44,496,6429379
"1,740.00",2.77,156.43,,30.12,84.76,234.53,0.11,174.55,588,6614843
"1,753.00",2.59,177.64,,23.31,102.69,266.33,,177.64,970,6803280
"1,720.00",2.97,242.57,11.6,19.02,122.37,363.68,,193.24,1105,6994334
"1,680.00",2.64,237.14,14.02,48.44,134.79,355.52,,199,1265,7187787
"1,650.00",3.06,218.52,12.01,52.08,107.05,327.62,,205.81,1493,7383724
"1,610.00",2.77,150.26,,44.33,81.3,225.27,0.5,209.01,1572,7582353
"1,580.00",2.87,212.42,0.01,50.23,110.88,318.47,32.05,237.87,1821,7784072
"1,542.00",3.01,253.87,,47.07,126.61,380.61,17.2,261.49,2097,7989186
"1,600.00",3.31,289.74,,44,131.28,434.4,11.75,281,2087,8197652
"1,552.00",2.92,256.36,,46.42,131.72,384.36,,277.54,2026,8409397
"1,560.00",2.88,182.43,,47.31,94.85,273.5,35,240.66,1732,8624594
"1,575.00",3.14,291.59,0.01,46.41,139.08,437.17,44.24,317.2,1795,8843462
"1,590.00",2.65,265.04,,45.5,149.9,397.35,14.26,301.28,2044,9066109
"1,605.00",2.53,384.1,,46.4,227.84,575.87,0.07,380.74,1462,9292474
"1,616.00",2.83,520.78,29.63,39.13,275.9,780.78,0.04,481.07,1332,9522360
"1,625.00",3.32,636.67,,47.26,287.62,954.53,0.5,590.35,1235,9755579
"1,583.00",3.12,578.55,25,46.89,277.59,867.4,49.38,584.76,1183,9991870
"1,604.00",3.12,560.52,,42.41,269.19,840.36,19.22,579.91,1173,10230934
"1,644.00",2.99,565.74,0.05,50.24,283.9,848.18,,565.68,1287,10472475
"1,633.00",3.33,686.72,12.37,59.89,309.6,"1,029.56",0.31,673.96,1376,10716129
"1,569.00",3.48,826.92,0.04,59.91,356.21,"1,239.76",1.1,826,1573,10961466
"1,621.00",3.74,947.45,30.26,57.37,379.96,"1,420.47",0.24,915.64,1858,11208001
"1,574.00",3.26,860.78,26.15,64.17,395.6,"1,290.52",0.92,834.07,1980,11455204
"1,607.00",3.21,846.86,89.48,73.43,396,"1,269.66",0.25,750.06,2037,11703174
"1,609.00",3.39,714.72,111.71,101.06,316.42,"1,071.54",2.73,603.56,2253,11951452
"1,602.00",3.21,695.68,54.16,100.94,325.33,"1,042.99",96.25,740.44,2258,12198449
"1,610.00",3.52,860.22,30.08,109.01,366.13,"1,289.68",2.69,824.91,1599,12442115
"1,616.00",3.68,831.5,11.7,101.73,338.65,"1,246.63",6.14,811.33,1462,12681123
"1,500.00",3.6,837.74,78.19,233.1,348.89,"1,255.99",0.56,751.05,1909,12914667
"1,360.00",3.87,955.68,26.15,167.63,369.8,"1,432.81",0.14,917.04,2180,13143465
"1,299.00",3.87,923.6,37.78,156.82,357.56,"1,384.72",0.2,877.04,2435,13369678
"1,277.00",4.22,"1,186.18",1.66,217.53,421.55,"1,778.38",0.49,"1,181.77",2700,13596388
"1,296.00",3.9,981.21,31.38,150.83,377.3,"1,471.08",0.13,948.2,3025,13825847
"1,233.00",4.2,"1,001.33",161.04,207.79,357.56,"1,501.24",0.16,830.64,3351,14059384
"1,195.00",4.36,"1,156.67",100.14,199.1,398.15,"1,734.14",0.09,"1,050.22",3588,14296557
"1,236.00",4.06,961.85,5.42,214.12,354.84,"1,442.05",0.96,957.09,4267,14535739
"1,199.40",4,"1,053.46",5.11,187.28,394.81,"1,579.41",0.23,"1,048.30",4242,14774424
"1,186.40",4.34,"1,138.03",21.01,252.07,393.14,"1,706.19",0.17,"1,116.23",4633,15011117
"1,155.70",4.48,985.79,42.32,272.07,329.96,"1,477.94",0.23,941.77,5193,15243883
"1,147.90",4.22,,14.42,253.87,371.17,"1,565.54",45.05,,5665,15474102
"1,194.00",3.82,,43.22,229.14,396.77,"1,516.04",0.6,,6031,15707474
,3.64,,,,397.96,"1,448.39",,,6347,15951838
432,1.42,90.83,,54.44,95.6,136.18,22.9,104.32,975,1563093
432,1.19,83.52,,60.39,105.2,125.22,5.67,83.37,1041,1607796
432,1.54,108.09,2.74,51.62,105.3,162.05,0.41,92.24,1158,1653212
433,1.59,118.95,0.03,64.02,112.2,178.33,0.12,126.25,1288,1699054
433,1.6,123.26,0.03,58.85,115.37,184.8,0.06,137.24,1395,1745138
433,1.18,96.34,0.01,52.42,122.35,144.44,0.03,85.14,1445,1791380
434,1.69,124.19,0,52.3,109.98,186.19,0.02,121.37,1490,1837800
434,1.64,108.31,13.77,53,99.11,162.38,0.02,93.62,1722,1884424
434,1.7,107.09,11.32,68.66,94.24,160.55,0.04,94.71,1918,1931304
435,1.84,113.2,,70.34,92.47,169.72,0.05,99.01,2071,1978487
440,1.95,130.17,,68.64,99.85,195.16,0.15,121.28,2288,2025971
450,1.86,117.6,4.97,60.67,95.03,176.31,0.13,102.53,2469,2073757
455,2.04,133.01,5.85,50.77,97.82,199.42,0.06,127.57,2477,2121860
460,1.88,116.46,0.27,61.3,93.04,174.6,0.07,123.26,2528,2170325
465,2.06,124.16,,55.27,90.15,186.14,0.04,133.69,2615,2219201
470,2.09,120.23,,75.11,86.14,180.25,0.11,154.71,2658,2268500
475,2.17,120.1,0.01,79.58,82.93,180.06,0.02,87.44,2613,2318264
480,2.18,121.96,,80.21,83.8,182.85,0.35,134.42,2212,2368551
490,2.36,138.18,,67.94,87.91,207.16,0.06,117.98,2172,2419426
499,2.26,148.27,0.7,77.47,98.36,222.29,0.06,124.9,2313,2470947
499,2.16,135.56,1.1,51.4,94.09,203.24,0.05,110.57,2490,2523118
500,2.2,136.57,0.2,70.98,93.14,204.75,0.08,138,2771,2575954
500,2.25,140.07,0.27,64.36,93.5,210,0.03,143.82,2963,2629580
500,2.32,151.43,,59.9,97.67,227.02,1.98,143.81,3095,2684116
500,1.78,117.55,,55.4,98.95,176.23,2.29,131.28,3100,2739668
500,2.03,126.56,0.65,88.6,93.41,189.75,0.28,125.92,3581,2796291
510,2.07,96.29,2.17,71.35,69.62,144.36,1.64,93.64,3791,2853913
520,1.94,114.24,1.1,76.69,88.23,171.28,49.5,153.32,4027,2912316
530,2.34,121.58,0.06,64.15,77.96,182.29,4.84,121.84,4136,2971196
548,2.42,138.35,0.46,56.9,85.61,207.43,10.23,111.74,4112,3030328
548,2.13,174.23,0.02,53.28,122.45,261.21,3.45,185.14,4095,3089648
548,2.32,197.02,,40.4,127.56,295.38,20.68,211.53,4173,3149188
548,2.36,210.75,,51.15,133.88,315.96,5.86,214.61,4313,3209048
548,1.87,162.33,0.09,42.15,130.1,243.38,6.13,189.1,4639,3269356
548,2.15,156.85,,34.42,109.5,235.16,43.3,209.75,4965,3330217
540,2.43,155.01,,38.39,95.67,232.4,28.96,210.44,5402,3391666
540,2.38,158.06,0.03,34.09,99.5,236.98,48.66,220.01,6127,3453675
540,2.88,200.79,,35.81,104.65,301.04,63.53,221.65,7110,3516204
540,2.26,161.1,,47.56,106.78,241.52,14.57,229.28,7532,3579215
568.89,2.17,163.05,,63.76,112.86,244.45,88.77,234.97,8040,3642687
565,2.56,180,,67.47,105.25,269.86,40.36,244.41,9315,3706483
563,2.78,165.55,0.02,67.85,98.38,273.6,77.81,261.74,10674,3770624
563,3.09,191.69,0.07,82.66,102.59,316.8,71.42,266.58,11842,3835437
,3.2,,,,87.94,281.24,,,12757,3901315
"2,937.00",1.36,102.08,,22.81,112.63,153.04,4.07,121.9,1106,11745945
"2,904.00",2.52,109.85,,29.18,65.34,164.69,3.48,131.18,1155,12097694
"2,900.00",2.67,201.37,6.57,31.41,113.03,301.9,0.4,147.99,1368,12453718
"2,906.00",2.53,197.8,66.63,44.25,117.31,296.55,0,157.55,2036,12816955
"2,907.00",3.2,242.07,32.55,48.32,113.55,362.92,1.62,173.34,2082,13189509
"2,912.00",3.08,137.59,2.02,55.29,66.87,206.29,,178.46,2315,13572208
"2,964.00",2.99,330.79,,59.25,165.81,495.94,,224.56,2593,13964379
"2,955.00",3.02,334.57,,66.6,166.15,501.6,0.08,230.38,2737,14364727
"2,949.00",3.12,409.26,7.6,75.31,196.71,613.58,0.99,257.29,3271,14771271
"2,957.00",3.08,412.81,17.09,81.54,201.21,618.91,,384.79,4671,15182611
"2,804.00",2.8,454.42,0.2,51.95,243.28,681.29,0.01,278.1,5086,15597886
"2,811.00",2.68,405.88,25.94,56.49,227.44,608.52,1.37,311.08,5042,16017573
"2,710.00",2.73,299.8,10.28,56.94,164.41,449.48,0,340.78,4883,16443134
"2,709.00",2.7,272.03,0.01,98.82,151.06,407.84,2.07,429.67,3447,16876703
"2,917.00",2.61,314.64,0.03,139.84,180.77,471.72,0.76,401.06,3472,17319520
"3,085.00",2.59,214.46,4.98,164.8,124.14,321.53,,184.68,3489,17772001
"3,097.00",2.74,248.96,1.44,196.22,136.47,373.25,14.23,315.28,2619,18232730
"3,097.00",2.84,255.64,,215.2,135.18,383.27,61.5,343.51,3293,18698847
"2,845.00",4.45,277.34,,181.11,93.42,415.8,12.37,300.89,2378,19166471
"2,832.00",4.31,330.16,,153.25,114.76,495,0.35,364.92,2493,19632665
"2,844.00",4.38,443.45,0,139.45,151.76,664.84,0.61,381.13,2685,20096317
"2,601.00",3.84,407.15,51.24,123.8,158.83,610.42,0.75,397.81,2968,20557683
"2,599.00",3.79,426.21,75.14,108.5,168.46,638.99,1.16,306.57,2876,21016901
"2,587.00",4.41,485.61,67.59,95.09,165.15,728.05,11.27,411.26,2742,21474549
"2,581.00",4.27,504.89,74.64,115.46,177.43,756.95,68.08,458.01,3560,21931084
"2,584.00",4.5,520.2,47.41,118.03,173.31,779.91,13.24,529.04,3175,22385650
"2,593.00",4.58,528.42,68.28,112.23,172.95,792.24,0.12,396.71,3778,22837743
"2,593.00",4.62,467.68,80,85.5,151.84,701.17,0.13,398.93,3973,23288564
"2,593.00",4.83,480.37,22.48,79.44,148.97,720.19,0.15,456.1,4122,23739841
"2,595.00",4.9,451.41,59.53,108.67,138.2,676.78,0.25,395.15,4824,24192446
"2,598.00",4.94,507.63,44.02,115.47,154.2,761.06,0.23,496.1,4965,24646472
"2,500.00",4.98,445.66,26.48,144.37,134.29,668.16,0.31,465.1,3791,25100408
"2,600.00",4.66,427.54,1,168.86,137.4,640.99,81.29,556.96,3266,25551624
"2,650.00",4.88,646.85,9.54,159.54,198.78,969.78,0.46,565.94,4310,25996594
"2,655.00",4.65,670.01,12.02,166.75,215.98,"1,004.52",0.38,687.04,5420,26432447
"2,655.00",4.95,748.95,20.82,122.72,226.83,"1,122.87",0.68,761.84,6617,26850194
"2,659.00",5.05,703.59,18.1,135.5,208.82,"1,054.86",0.46,689.21,8138,27247610
"2,700.00",5.19,910.1,,177.97,263,"1,364.46",248.55,861.33,10469,27635832
"2,600.00",4.78,796.37,0.36,166.18,250,"1,193.96",194.08,"1,064.99",8448,28031009
"2,700.00",4.29,695.73,4.41,170.69,187.7,805.41,367.93,"1,069.45",10325,28439940
"2,700.00",4.78,544.44,,170.37,170.66,816.25,246.76,930.86,11571,28888369
"2,700.00",4.99,,,172.22,209.49,"1,045.88",286.61,,11294,29362449
"2,700.00",5.04,,,179.85,214.93,"1,084.01",464.05,,7870,29783571
,5.11,,,,226.6,"1,158.06",,,7068,30045134
805,2.08,31.48,0.86,5.76,22.7,47.2,,30.6,262,2535873
805,1.8,25.88,0.12,6.35,21.6,38.8,,25.75,296,2597154
804,1.94,27.76,0.36,3.82,21.44,41.61,,27.38,374,2659421
920,2.21,33.81,1.77,1.91,22.9,50.69,,32,490,2723812
"1,040.00",2.27,37.26,0.1,1.1,24.6,55.87,,37.16,541,2791241
"1,160.00",2.02,37.85,0.95,0.86,28.1,56.75,,36.88,594,2861867
"1,270.00",2.04,45.81,0.78,0.87,33.6,68.68,,45.01,713,2935712
"1,390.00",1.83,38.84,0.53,2.01,31.8,58.23,0.73,39.05,850,3013282
"1,500.00",1.89,37.95,0.08,3.91,30.1,56.89,,37.87,1104,3095145
"1,620.00",1.7,27.21,,3.9,24,40.8,0.04,27.26,1300,3181625
"1,741.00",1.91,29.68,0.1,5.32,23.34,44.5,0.04,29.62,1608,3272912
"1,780.00",2.01,42.09,,4.27,31.4,63.1,0.02,42.11,1637,3368773
"1,820.00",2.14,48.45,0.02,4.95,33.9,72.64,,48.43,1763,3468535
"1,860.00",2.18,53.16,,4.95,36.5,79.7,,53.16,1391,3571272
"1,900.00",2.49,64.84,,5.93,39,97.21,,64.84,1154,3676210
"1,950.00",2.01,41.62,,6.36,31.1,62.41,,41.62,1336,3783074
"1,990.00",2.57,70.19,,7.54,40.9,105.24,,70.19,1085,3891734
"2,030.00",2.44,54.29,,4.03,33.4,81.39,,54.29,1392,4001681
"2,070.00",2.7,58.34,1.03,9.48,32.4,87.47,0,57.32,978,4112386
"2,110.00",2.52,57.16,1.8,8.49,34,85.7,0,55.37,1185,4223415
"2,150.00",2.6,57.98,0.02,9.57,33.4,86.92,,57.95,1585,4334345
"2,300.00",2.59,56.94,0.69,9.52,33,85.37,0.01,56.26,1592,4445016
"2,300.00",2.59,77.78,2.36,9.09,45,116.6,0.03,64,1580,4555521
"2,450.00",2.6,81.44,0.9,9.35,47,122.1,0,69.12,1681,4666094
"2,600.00",2.84,90.88,,8.85,48,136.26,1.27,78.97,1897,4776843
"2,600.00",3.01,88.35,9.26,12.69,44,132.46,0.32,79.56,2008,4887632
"2,600.00",3.5,94.43,12.19,22.69,40.5,141.58,0.74,81.57,2004,4998100
"2,850.00",3.88,53.97,1.76,25.2,20.86,80.92,2.52,90.33,1825,5107839
"2,950.00",4.61,85.44,1.3,22.19,27.77,128.09,3.08,56.56,1706,5216349
"3,020.00",3.85,67.4,14.13,21.59,26.25,101.05,3.83,66.72,1676,5323201
"3,105.00",3.98,70.82,12.55,21.51,26.68,106.18,4.64,57.9,1578,5428444
"3,210.00",3.88,70.02,0.97,47.72,27.03,104.97,5.72,58.58,1312,5531962
"3,280.00",3.64,73.54,3.21,66.24,30.3,110.25,3.39,59.5,1378,5632983
"3,370.00",4.03,83.38,12.04,78.42,31,125,0.86,62.97,1694,5730549
"3,460.00",3.04,68.03,37.06,65.76,33.5,102,0.46,42.26,1858,5824096
"3,550.00",3,84.04,54.11,72.72,42,126,0.74,41.76,2285,5913209
"3,640.00",3.1,86.71,71.42,94.31,42,130,0.91,35.97,2989,5998427
"3,757.00",4.27,96.51,67.56,74.7,33.87,144.69,1.16,33.26,4048,6081296
"4,020.00",4.3,143.4,121.28,62.73,50,215,0.69,31.02,3623,6163972
"4,145.00",5.3,210.25,133.47,82.09,59.48,315.21,0.9,44.78,4347,6248020
"4,305.00",5.19,272.3,203.89,97.64,78.61,408.25,1.14,52.41,5298,6333976
"4,415.00",4.95,264.13,262.06,83.3,80,396,0.99,56.6,5151,6421512
"4,500.00",6.3,411.8,366.28,96.92,98,617.4,1.12,57.86,5883,6510276
,6.7,,,,120,804,,,6050,6599526
